adresse,nom,description,dpt,chemin_groupe,piece_fonction,fonctions,appareils,emplacement_appareil
4/7/13,Chambre Léane - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/14,Chambre Parent - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/15,Chambre Lily - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/16,Salle de Bain - Force position valve,,DPST-1-5,Chauffage > Chauffage Force position valve,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
4/7/17,réserve - Force position valve,,,Chauffage > Chauffage Force position valve,,,,
5/0/12,Bureau - Mode Erreur,,DPST-1-5,Chauffage Mode > Chauffage Mode Erreur,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/0/13,Chambre Léane - Mode Erreur,,DPST-1-5,Chauffage Mode > Chauffage Mode Erreur,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/0/14,Chambre Parent - Mode erreur ,,DPST-1-5,Chauffage Mode > Chauffage Mode Erreur,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/0/15,Chambre Lily - Mode Erreur,,DPST-1-5,Chauffage Mode > Chauffage Mode Erreur,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/0/16,Salle de Bain - Mode Erreur,,DPST-1-5,Chauffage Mode > Chauffage Mode Erreur,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/0,Nouvelle adresse de groupe,Cuisine Chauffage Cuisine,,Chauffage Mode > Chauffage Mode Sélection,,,DI-42,
5/1/1,Studio Salon/Cuisine - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/2,Studio Salle de Bain - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/3,Studio Chambre - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/4,Entrée - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/5,Local Techique - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/6,Cuisine - Mode Selection,Cuisine Chauffage Cuisine,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/7,Salle à Manger - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/8,Espace central - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/9,Salon - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/10,Bibliothèque - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/11,Salle de Bain invité - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/12,Bureau - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/13,Chambre Léane - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/14,Chambre Parent - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/15,Chambre Lily - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/16,Salle de Bain - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/1/17,réserve - Mode Sélection,,DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/18,température actuelle,1_RDC chauffage (variable en continu),DPST-9-1,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/19,point de consigne de température,1_RDC chauffage (variable en continu),DPST-9-1,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/20,variable en continu,1_RDC chauffage (variable en continu),DPST-5-1,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/21,mode opérationnel,1_RDC chauffage (variable en continu),DPST-20-102,Chauffage Mode > Chauffage Mode Sélection,,,,
5/1/22,contact vitre,1_RDC chauffage (variable en continu),DPST-1-19,Chauffage Mode > Chauffage Mode Sélection,,,,
5/2/6,Cuisine - Mode Confort,Cuisine Chauffage Cuisine,DPST-1-1,Chauffage Mode > Chauffage Mode confort,,,,
5/2/15,Chambre Lily - Mode Confort,,DPST-1-1,Chauffage Mode > Chauffage Mode confort,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/3/6,Cuisine - Mode Nuit,,,Chauffage Mode > Chauffage Mode nuit,,,,
5/3/15,Chambre Lily - Mode Nuit,,DPST-1-1,Chauffage Mode > Chauffage Mode nuit,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/1,Studio Salon/Cuisine - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/2,Studio Salle de Bain - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/3,Studio Chambre - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/4,Entrée - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/5,Local Techique - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/6,Cuisine - Chauffage Mode Statut mode,Cuisine Chauffage Cuisine,DPST-20-102,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 1_RDC / Cuisine,Chauffage Cuisine (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/7,Salle à Manger - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Table (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/8,Espace central - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 1_RDC / Salle à Manger,chauffage Espace Central (heating (continuous variable)),Chauffage RDC,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/9,Salon - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/10,Bibliothèque - Chauffage Mode Statut mode,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/11,Salle de Bain invité - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/5/12,Bureau - Chauffage Mode Statut mode,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/13,Chambre Léane - Chauffage Mode Statut mode,,DPST-5-1,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/14,Chambre Parent - Chauffage Mode Statut mode,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/15,Chambre Lily - Chauffage Mode Statut mode,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/16,Salle de Bain - Chauffage Mode Statut mode,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut mode,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/5/17,réserve - Chauffage Mode Statut mode,,,Chauffage Mode > Chauffage Mode Statut mode,,,,
5/6/1,Studio Salon/Cuisine - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/2,Studio Salle de Bain - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/3,Studio Chambre - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/4,Entrée - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/5,Local Techique - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/6,Cuisine - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/7,Salle à Manger - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/8,Espace central - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/9,Salon - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/10,Bibliothèque - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/11,Salle de Bain invité - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/6/12,Bureau - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,Villa Bulle / Maison principale / 2_Etage / Bureau,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/6/13,Chambre Léane - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,Villa Bulle / Maison principale / 2_Etage / Chambre Léane,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/6/14,Chambre Parent - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,Villa Bulle / Maison principale / 2_Etage / Chambre Parents,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/6/15,Chambre Lily - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/6/16,Salle de Bain - Mode Statut erreur diagnostique,,DPST-16-1,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,Villa Bulle / Maison principale / 2_Etage / Salle de Bain principale,chauffage (variable en continu) (heating (continuous variable)),Chauffage Etage,Villa Bulle / Maison principale / 0_Sous-Sol / Local Technique / Tableau Electrique et Domotique
5/6/17,réserve - Mode Statut erreur diagnostique,,DPST-20-102,Chauffage Mode > Chauffage Mode Statut erreur diagnostique,,,,
5/7/15,Chambre Lily - Status actif,,DPST-1-11,Chauffage Mode > Chauffage Mode Status actif,Villa Bulle / Maison principale / 2_Etage / Chambre Lily,chauffage (variable en continu) (heating (continuous variable)),,
8/0/5,Détecteur WC Etage,,,Sécurité > Détecteur Present-Absent,,,Détecteur SBD WC   ,
8/1/5,Luminance WC Etage,"WC Etage
",,Sécurité > Luminance,,,Détecteur SBD WC   ,
9/0/1,Garage - Prise 1 - Activation,,,Prise > Activation,,,,
9/0/2,Garage - Prise 2 - Activation,,,Prise > Activation,,,,
9/0/3,Garage - Prise 3 - Activation,,,Prise > Activation,,,,
9/0/4,Garage - Prise 4 - Activation,,,Prise > Activation,,,,
9/0/5,Local - Prise 1 - Activation,,,Prise > Activation,,,,
9/0/6,Local - Prise 2 - Etat Activation,,,Prise > Activation,,,,
9/0/10,Cuiisine - Prise 1 - Activation ,,,Prise > Activation,,,,
9/0/11,Cuiisine - Prise 2 - Activation ,,,Prise > Activation,,,,
9/0/12,Cuiisine - Prise 3 - Activation ,,,Prise > Activation,,,,
9/0/13,Salle a Manger - Prise 1 - Activation ,,,Prise > Activation,,,,
9/0/14,Salle a Manger - Prise 2 - Activation ,,,Prise > Activation,,,,
9/0/15,Salon - Prise 1 - Activation ,,,Prise > Activation,,,,
9/0/16,Salon - Prise 2 - Activation ,,,Prise > Activation,,,,
9/0/17,Salon - Prise 3 - Activation ,,,Prise > Activation,,,,
9/0/18,Salle de Bain - Prise 1 - Activation ,,,Prise > Activation,,,,
9/1/1,Garage - Prise 1 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/2,Garage - Prise 2 -Etat Activation,,,Prise > Etat Activation,,,,
9/1/3,Garage - Prise 3 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/4,Garage - Prise 4 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/5,Local - Prise 1 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/6,Local - Prise 2 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/10,Cuiisine - Prise 1 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/11,Cuiisine - Prise 2 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/12,Cuiisine - Prise 3 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/13,Salle a Manger - Prise 1 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/14,Salle a Manger - Prise 2 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/15,Salon - Prise 1 -Etat Activation,,,Prise > Etat Activation,,,,
9/1/16,Salon - Prise 2 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/17,Salon - Prise 3 - Etat Activation,,,Prise > Etat Activation,,,,
9/1/18,Salle de Bain - Prise 1 - Etat Activation,,,Prise > Etat Activation,,,,
9/2/1,Garage - Prise 1 - Mesure Courant,,,Prise > Mesure Courant,,,,
9/3/1,Garage - Prise 1 - MEsure Puissance,,,Prise > Mesure Puissance,,,,
9/4/0,Activation,,,Prise > Nouveau groupe médian,,,,
9/4/1,Statut,,,Prise > Nouveau groupe médian,,,,
9/5/0,Activation,,,Prise > Nouveau groupe médian,,,,
9/5/1,Statut,,,Prise > Nouveau groupe médian,,,,
9/6/0,Activation,,,Prise > Nouveau groupe médian,,,,
9/6/1,Statut,,,Prise > Nouveau groupe médian,,,,
9/7/0,Activation,,,Prise > Nouveau groupe médian,,,,
9/7/1,Statut,,,Prise > Nouveau groupe médian,,,,
10/0/0,Activation,,,Ventilation > Nouveau groupe médian,,,,
10/0/1,Statut,,,Ventilation > Nouveau groupe médian,,,,
10/1/0,commutation,Local Technique Lumière,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/1/1,Statut,Local Technique Lumière,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/2/0,commutation,Garage Lumière,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/2/1,Statut,Garage Lumière,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/3/0,commutation,Cuisine éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/3/1,Statut,Cuisine éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/3/2,température actuelle,Cuisine chauffage (variable en continu),DPST-9-1,Ventilation > Nouveau groupe médian,,,,
10/3/3,point de consigne de température,Cuisine chauffage (variable en continu),DPST-9-1,Ventilation > Nouveau groupe médian,,,,
10/3/4,variable en continu,Cuisine chauffage (variable en continu),DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/5,mode opérationnel,Cuisine chauffage (variable en continu),DPST-20-102,Ventilation > Nouveau groupe médian,,,,
10/3/6,contact vitre,Cuisine chauffage (variable en continu),DPST-1-19,Ventilation > Nouveau groupe médian,,,,
10/3/7,mouvement,Cuisine protection solaire,DPST-1-8,Ventilation > Nouveau groupe médian,,,,
10/3/8,étape/arrêt,Cuisine protection solaire,DPST-1-7,Ventilation > Nouveau groupe médian,,,,
10/3/9,alerte de vent,Cuisine protection solaire (1),DPST-1-5,Ventilation > Nouveau groupe médian,,,,
10/3/10,alerte de pluie,Cuisine protection solaire (1),DPST-1-5,Ventilation > Nouveau groupe médian,,,,
10/3/11,position des stores,Cuisine protection solaire,DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/12,position des lames,Cuisine protection solaire,DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/13,mouvement,Cuisine protection solaire (1),DPST-1-8,Ventilation > Nouveau groupe médian,,,,
10/3/14,étape/arrêt,Cuisine protection solaire (1),DPST-1-7,Ventilation > Nouveau groupe médian,,,,
10/3/15,position des stores,Cuisine protection solaire (1),DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/16,position des lames,Cuisine protection solaire (1),DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/17,température actuelle,Cuisine Chauffage Cuisine,DPST-9-1,Ventilation > Nouveau groupe médian,,,,
10/3/18,point de consigne de température,Cuisine Chauffage Cuisine,DPST-9-1,Ventilation > Nouveau groupe médian,,,,
10/3/19,variable en continu,Cuisine Chauffage Cuisine,DPST-5-1,Ventilation > Nouveau groupe médian,,,,
10/3/20,mode opérationnel,Cuisine Chauffage Cuisine,DPST-20-102,Ventilation > Nouveau groupe médian,,,,
10/3/21,contact vitre,Cuisine Chauffage Cuisine,DPST-1-19,Ventilation > Nouveau groupe médian,,,,
10/4/0,commutation,Escalier Sous-Sol RDC éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/4/1,Statut,Escalier Sous-Sol RDC éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/5/0,commutation,Salle à Manger éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/5/1,Statut,Salle à Manger éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/6/0,commutation,Salon éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/6/1,Statut,Salon éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/7/0,commutation,Salle de Bain invité éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
10/7/1,Statut,Salle de Bain invité éclairage commutation,DPST-1-1,Ventilation > Nouveau groupe médian,,,,
11/0/0,commutation,Espace centrale éclairage commutation,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
11/0/1,Statut,Espace centrale éclairage commutation,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
11/1/0,commutation,4_Extérieur t,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
11/1/1,Statut,4_Extérieur t,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
11/2/0,commutation,Couloir Eclairage Couloir,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
11/2/1,Statut,Couloir Eclairage Couloir,DPST-1-1,Nouveau groupe principal > Nouveau groupe médian,,,,
12/0/0,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/0/1,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/0/2,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/0/3,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/0/4,alerte de vent,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/0/5,alerte de pluie,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/0/6,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/0/7,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/1/0,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/1/1,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/2/0,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/2/1,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/2/2,alerte de vent,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/2/3,alerte de pluie,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/2/4,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/2/5,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/3/0,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/3/1,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/3/2,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/3/3,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/3/4,alerte de vent,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/3/5,alerte de pluie,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/3/6,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/3/7,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/3/8,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/3/9,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/3/10,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/3/11,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/4/0,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/4/1,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/4/2,alerte de vent,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/4/3,alerte de pluie,,DPST-1-5,chauffage_old > Nouveau groupe médian,,,,
12/4/4,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/4/5,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/4/6,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/7,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/8,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/9,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/10,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/11,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/4/12,mouvement,,DPST-1-8,chauffage_old > Nouveau groupe médian,,,,
12/4/13,étape/arrêt,,DPST-1-7,chauffage_old > Nouveau groupe médian,,,,
12/4/14,position des stores,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/4/15,position des lames,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/5/0,température actuelle,,DPST-9-1,chauffage_old > Nouveau groupe médian,,,,
12/5/1,point de consigne de température,,DPST-9-1,chauffage_old > Nouveau groupe médian,,,,
12/5/2,variable en continu,,DPST-5-1,chauffage_old > Nouveau groupe médian,,,,
12/5/3,mode opérationnel,,DPST-20-102,chauffage_old > Nouveau groupe médian,,,,
12/5/4,contact vitre,,DPST-1-19,chauffage_old > Nouveau groupe médian,,,,
12/6/0,commutation,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/6/1,Statut,,DPST-1-1,chauffage_old > Nouveau groupe médian,,,,
12/7/1,SDB1 - Eclairage Spots - ON/OFF,,,chauffage_old > Salle de bain,,,,
12/7/3,SB1 - Volets,Volets,,chauffage_old > Salle de bain,,,,
12/7/4,Volet SDB - status current position,,DPST-5-1,chauffage_old > Salle de bain,,,,
12/7/11,Spot SDB Etat on-off,,,chauffage_old > Salle de bain,,,,
12/7/20,SDB1 - Bewegung,,,chauffage_old > Salle de bain,,,,
12/7/30,Chauffage RDC - xxx - Receive Temperature Value,,DPST-9-1,chauffage_old > Salle de bain,,,,
